StoreID,StoreName,StoreType,City,State,Tier,Region,OpenDate,IsActive,FloorAreaSqFt,MonthlyRentINR,RevenuePotentialCr,ManagerID
STR0185,RetailPulse Hubli Online 185,Online Only,Hubli,Karnataka,Tier 3,South,2020-01-01,False,0,0,4.24,EMP7524
STR0186,RetailPulse Tiruchirappalli Online 186,Online Only,Tiruchirappalli,Tamil Nadu,Tier 3,South,2014-09-01,True,0,0,4.57,EMP8651
STR0187,RetailPulse Tirupati Flagship 187,Flagship Store,Tirupati,Telangana,Tier 3,South,2019-03-01,False,9013,430418,2.32,EMP7371
STR0188,RetailPulse Vijayawada Flagship 188,Flagship Store,Vijayawada,Telangana,Tier 3,South,2019-03-01,True,7459,1686289,4.99,EMP8659
STR0189,RetailPulse Warangal Online 189,Online Only,Warangal,Telangana,Tier 3,South,2020-12-01,True,0,0,3.7,EMP8804
STR0190,RetailPulse Rajkot Flagship 190,Flagship Store,Rajkot,Gujarat,Tier 3,West,2018-04-01,False,7064,633710,1.97,EMP9991
STR0191,RetailPulse Jabalpur Express 191,Express Store,Jabalpur,Madhya Pradesh,Tier 3,North,2021-07-01,True,5557,942171,2.37,EMP9962
STR0192,RetailPulse Gwalior Flagship 192,Flagship Store,Gwalior,Madhya Pradesh,Tier 3,North,2019-07-01,True,7991,888368,2.25,EMP4042
STR0193,RetailPulse Dhanbad Express 193,Express Store,Dhanbad,Jharkhand,Tier 3,East,2018-11-01,True,7737,424772,3.99,EMP1017
STR0194,RetailPulse Jamshedpur Online 194,Online Only,Jamshedpur,Jharkhand,Tier 3,East,2017-12-01,True,0,0,4.05,EMP3879
STR0195,RetailPulse Bareilly Online 195,Online Only,Bareilly,Uttar Pradesh,Tier 3,North,2020-03-01,False,0,0,2.42,EMP8767
STR0196,RetailPulse Aligarh Online 196,Online Only,Aligarh,Uttar Pradesh,Tier 3,North,2014-11-01,True,0,0,1.51,EMP2469
STR0197,RetailPulse Moradabad Online 197,Online Only,Moradabad,Uttar Pradesh,Tier 3,North,2017-11-01,True,0,0,1.9,EMP7348
STR0198,RetailPulse Saharanpur Express 198,Express Store,Saharanpur,Uttar Pradesh,Tier 3,North,2018-04-01,True,14875,1027018,4.06,EMP2973
STR0199,RetailPulse Gorakhpur Flagship 199,Flagship Store,Gorakhpur,Uttar Pradesh,Tier 3,North,2018-08-01,True,14446,375226,2.5,EMP4719
STR0200,RetailPulse Bikaner Express 200,Express Store,Bikaner,Rajasthan,Tier 3,West,2019-06-01,True,6457,1153568,3.74,EMP3519
STR0201,RetailPulse Mumbai Flagship 201,Flagship Store,Mumbai,Maharashtra,Tier 1,West,2017-01-01,True,14250,4619059,15.49,EMP7420
STR0202,RetailPulse Delhi Express 202,Express Store,Delhi,Delhi,Tier 1,North,2017-11-01,True,7597,4707294,12.25,EMP9225
STR0203,RetailPulse Bangalore Express 203,Express Store,Bangalore,Karnataka,Tier 1,South,2021-06-01,True,14749,3787238,17.63,EMP1218
STR0204,RetailPulse Hyderabad Online 204,Online Only,Hyderabad,Telangana,Tier 1,South,2012-03-01,True,0,0,11.78,EMP3659
STR0205,RetailPulse Chennai Express 205,Express Store,Chennai,Tamil Nadu,Tier 1,South,2014-10-01,True,12173,4339343,9.45,EMP5174
STR0206,RetailPulse Kolkata Online 206,Online Only,Kolkata,West Bengal,Tier 1,East,2012-01-01,True,0,0,18.83,EMP2892
STR0207,RetailPulse Pune Online 207,Online Only,Pune,Maharashtra,Tier 1,West,2019-07-01,True,0,0,14.83,EMP3009
STR0208,RetailPulse Ahmedabad Flagship 208,Flagship Store,Ahmedabad,Gujarat,Tier 1,West,2012-05-01,True,1819,1473429,14.15,EMP4559
STR0209,RetailPulse Jaipur Online 209,Online Only,Jaipur,Rajasthan,Tier 2,West,2020-01-01,True,0,0,4.48,EMP3664
STR0210,RetailPulse Lucknow Flagship 210,Flagship Store,Lucknow,Uttar Pradesh,Tier 2,North,2015-08-01,True,14859,2263604,4.47,EMP3138
STR0211,RetailPulse Surat Online 211,Online Only,Surat,Gujarat,Tier 2,West,2014-08-01,True,0,0,4.41,EMP7454
STR0212,RetailPulse Kochi Shop-in-Shop 212,Shop-in-Shop,Kochi,Kerala,Tier 2,South,2015-11-01,True,9757,2886915,8.21,EMP5659
STR0213,RetailPulse Nagpur Flagship 213,Flagship Store,Nagpur,Maharashtra,Tier 2,West,2013-06-01,True,12565,2914733,7.5,EMP9996
STR0214,RetailPulse Indore Express 214,Express Store,Indore,Madhya Pradesh,Tier 2,North,2018-06-01,True,12232,2926344,9.6,EMP1289
STR0215,RetailPulse Bhopal Shop-in-Shop 215,Shop-in-Shop,Bhopal,Madhya Pradesh,Tier 2,North,2017-10-01,True,5857,3099034,7.81,EMP6662
STR0216,RetailPulse Visakhapatnam Flagship 216,Flagship Store,Visakhapatnam,Telangana,Tier 2,South,2013-08-01,True,10986,2920877,9.41,EMP8272
STR0217,RetailPulse Patna Shop-in-Shop 217,Shop-in-Shop,Patna,Bihar,Tier 2,East,2016-04-01,True,3838,2963600,7.4,EMP8692
STR0218,RetailPulse Vadodara Online 218,Online Only,Vadodara,Gujarat,Tier 2,West,2021-04-01,True,0,0,4.7,EMP2283
STR0219,RetailPulse Ludhiana Express 219,Express Store,Ludhiana,Punjab,Tier 2,North,2019-08-01,True,6717,2832710,4.86,EMP8499
STR0220,RetailPulse Coimbatore Express 220,Express Store,Coimbatore,Tamil Nadu,Tier 2,South,2018-01-01,True,7837,945938,5.92,EMP6568
STR0221,RetailPulse Madurai Shop-in-Shop 221,Shop-in-Shop,Madurai,Tamil Nadu,Tier 2,South,2016-05-01,False,5063,564294,6.59,EMP9361
STR0222,RetailPulse Nashik Shop-in-Shop 222,Shop-in-Shop,Nashik,Maharashtra,Tier 2,West,2018-01-01,True,14309,3424557,8.99,EMP6683
STR0223,RetailPulse Mysore Shop-in-Shop 223,Shop-in-Shop,Mysore,Karnataka,Tier 2,South,2014-07-01,True,12962,3175863,4.8,EMP4464
STR0224,RetailPulse Ranchi Online 224,Online Only,Ranchi,Jharkhand,Tier 2,East,2021-02-01,True,0,0,4.29,EMP9817
STR0225,RetailPulse Raipur Online 225,Online Only,Raipur,Chhattisgarh,Tier 2,North,2020-02-01,True,0,0,8.33,EMP5361
STR0226,RetailPulse Bhubaneswar Online 226,Online Only,Bhubaneswar,Odisha,Tier 2,East,2012-03-01,True,0,0,9.73,EMP8525
STR0227,RetailPulse Agra Shop-in-Shop 227,Shop-in-Shop,Agra,Uttar Pradesh,Tier 3,North,2014-10-01,True,12706,601475,2.08,EMP9768
STR0228,RetailPulse Varanasi Express 228,Express Store,Varanasi,Uttar Pradesh,Tier 3,North,2013-09-01,True,10544,1037962,3.03,EMP4985
STR0229,RetailPulse Meerut Online 229,Online Only,Meerut,Uttar Pradesh,Tier 3,North,2012-02-01,True,0,0,3.35,EMP2839
STR0230,RetailPulse Amritsar Shop-in-Shop 230,Shop-in-Shop,Amritsar,Punjab,Tier 3,North,2021-01-01,True,6973,1755648,2.95,EMP4965
STR0231,RetailPulse Jodhpur Express 231,Express Store,Jodhpur,Rajasthan,Tier 3,West,2019-07-01,True,6044,641384,3.12,EMP8692
STR0232,RetailPulse Udaipur Flagship 232,Flagship Store,Udaipur,Rajasthan,Tier 3,West,2014-11-01,True,5497,447647,2.05,EMP7752
STR0233,RetailPulse Guwahati Online 233,Online Only,Guwahati,Assam,Tier 3,East,2018-06-01,True,0,0,2.01,EMP9942
STR0234,RetailPulse Mangalore Express 234,Express Store,Mangalore,Karnataka,Tier 3,South,2013-11-01,True,9409,412863,1.99,EMP3549
STR0235,RetailPulse Hubli Flagship 235,Flagship Store,Hubli,Karnataka,Tier 3,South,2020-08-01,False,13563,491787,4.94,EMP6808
STR0236,RetailPulse Tiruchirappalli Express 236,Express Store,Tiruchirappalli,Tamil Nadu,Tier 3,South,2018-07-01,True,10415,1333732,2.29,EMP3686
STR0237,RetailPulse Tirupati Online 237,Online Only,Tirupati,Telangana,Tier 3,South,2014-08-01,True,0,0,3.72,EMP1378
STR0238,RetailPulse Vijayawada Shop-in-Shop 238,Shop-in-Shop,Vijayawada,Telangana,Tier 3,South,2021-02-01,True,5736,804704,4.14,EMP1452
STR0239,RetailPulse Warangal Express 239,Express Store,Warangal,Telangana,Tier 3,South,2021-02-01,True,14817,1362250,4.93,EMP5278
STR0240,RetailPulse Rajkot Online 240,Online Only,Rajkot,Gujarat,Tier 3,West,2020-01-01,True,0,0,2.74,EMP5038
STR0241,RetailPulse Jabalpur Express 241,Express Store,Jabalpur,Madhya Pradesh,Tier 3,North,2012-05-01,True,2922,1411749,4.86,EMP4666
STR0242,RetailPulse Gwalior Flagship 242,Flagship Store,Gwalior,Madhya Pradesh,Tier 3,North,2012-05-01,False,6005,594639,2.4,EMP7854
STR0243,RetailPulse Dhanbad Express 243,Express Store,Dhanbad,Jharkhand,Tier 3,East,2016-07-01,False,892,1462056,1.74,EMP2892
STR0244,RetailPulse Jamshedpur Express 244,Express Store,Jamshedpur,Jharkhand,Tier 3,East,2016-04-01,True,13032,642787,4.4,EMP4593
STR0245,RetailPulse Bareilly Express 245,Express Store,Bareilly,Uttar Pradesh,Tier 3,North,2012-01-01,True,11546,1387056,1.62,EMP1748
STR0246,RetailPulse Aligarh Express 246,Express Store,Aligarh,Uttar Pradesh,Tier 3,North,2018-09-01,True,8501,984592,4.31,EMP8125
STR0247,RetailPulse Moradabad Flagship 247,Flagship Store,Moradabad,Uttar Pradesh,Tier 3,North,2021-05-01,True,12584,1202831,3.89,EMP5364
STR0248,RetailPulse Saharanpur Online 248,Online Only,Saharanpur,Uttar Pradesh,Tier 3,North,2017-08-01,True,0,0,4.03,EMP4626
STR0249,RetailPulse Gorakhpur Online 249,Online Only,Gorakhpur,Uttar Pradesh,Tier 3,North,2021-10-01,False,0,0,2.35,EMP7162
STR0250,RetailPulse Bikaner Online 250,Online Only,Bikaner,Rajasthan,Tier 3,West,2021-01-01,True,0,0,4.39,EMP4616
