ProductID,ProductName,Category,SubCategory,Brand,SupplierID,CostPrice,ListPrice,MarginPct,IsActive,LaunchDate,Weight_kg
PRD00698,Women's Flats Select,Apparel,Footwear,Brand30,SUP153,1813.79,3027.84,40.1,True,2021-09-24,21.15
PRD00699,Women's Flats Premium,Apparel,Footwear,Brand20,SUP129,670.2,1282.2,47.73,True,2023-12-08,11.11
PRD00700,Women's Flats Plus,Apparel,Footwear,Brand25,SUP012,1387.87,2653.06,47.69,True,2019-08-24,19.83
PRD00701,Women's Flats Select,Apparel,Footwear,Brand09,SUP177,2422.24,4179.08,42.04,True,2023-12-16,22.0
PRD00702,Women's Flats Max,Apparel,Footwear,Brand11,SUP160,727.0,1386.21,47.55,True,2018-01-11,23.54
PRD00703,Women's Flats Lite,Apparel,Footwear,Brand38,SUP024,1636.29,3234.33,49.41,True,2022-02-12,9.8
PRD00704,Women's Flats Eco,Apparel,Footwear,Brand44,SUP133,903.46,1553.96,41.86,True,2020-11-06,12.18
PRD00705,Women's Flats Max,Apparel,Footwear,Brand38,SUP173,3401.41,5865.88,42.01,True,2021-04-07,15.81
PRD00706,Women's Flats Premium,Apparel,Footwear,Brand37,SUP197,871.04,1530.64,43.09,True,2021-05-24,1.43
PRD00707,Women's Flats Select,Apparel,Footwear,Brand27,SUP111,2855.49,5921.0,51.77,True,2022-06-22,16.42
PRD00708,Women's Flats Elite,Apparel,Footwear,Brand38,SUP124,3286.64,5588.51,41.19,True,2019-08-07,5.99
PRD00709,Sports Shoes,Apparel,Footwear,Brand19,SUP135,4039.74,6893.97,41.4,True,2022-09-05,12.21
PRD00710,Sports Shoes Lite,Apparel,Footwear,Brand01,SUP003,1275.42,2172.75,41.3,True,2020-07-01,15.57
PRD00711,Sports Shoes Plus,Apparel,Footwear,Brand16,SUP138,2996.82,4912.11,38.99,True,2023-05-12,11.68
PRD00712,Sports Shoes Elite,Apparel,Footwear,Brand46,SUP022,1116.22,2204.5,49.37,True,2023-08-09,4.1
PRD00713,Sports Shoes Eco,Apparel,Footwear,Brand32,SUP111,1560.87,2722.1,42.66,True,2019-04-03,0.27
PRD00714,Sports Shoes Max,Apparel,Footwear,Brand18,SUP133,4022.98,7714.66,47.85,True,2021-12-05,11.83
PRD00715,Sports Shoes Lite,apparel,Footwear,Brand11,SUP105,1767.58,3310.89,46.61,True,2021-08-05,1.19
PRD00716,Sports Shoes Classic,Apparel,Footwear,Brand33,SUP169,2155.95,4213.83,48.84,True,2022-03-07,13.34
PRD00717,Sports Shoes Classic,Apparel,Footwear,Brand10,SUP013,1098.62,2119.55,48.17,True,2019-10-14,15.06
PRD00718,Sports Shoes Lite,Apparel,Footwear,Brand42,SUP108,2146.31,4368.87,50.87,True,2023-04-18,15.27
PRD00719,Sports Shoes Classic,Apparel,Footwear,Brand30,SUP104,2134.8,3713.31,42.51,False,2018-11-23,1.26
PRD00720,Sports Shoes Elite,Apparel,Footwear,Brand10,SUP074,2538.95,4755.46,46.61,True,2023-07-24,19.1
PRD00721,Sandals,Apparel,Footwear,Brand16,SUP112,1262.14,2107.45,40.11,True,2020-02-27,5.82
PRD00722,Sandals Eco,Apparel,Footwear,Brand50,SUP162,3913.7,6547.68,40.23,True,2019-06-16,3.1
PRD00723,Sandals Pro,Apparel,Footwear,Brand28,SUP141,3851.61,6623.08,41.85,True,2021-07-02,4.3
PRD00724,Sandals Lite,Apparel,Footwear,Brand08,SUP043,904.56,1565.76,42.23,True,2023-12-17,9.0
PRD00725,Sandals Lite,Apparel,Footwear,Brand15,SUP083,1421.73,2587.06,45.04,True,2020-12-14,24.61
PRD00726,Sandals Max,Apparel,Footwear,Brand08,SUP022,1183.84,2145.87,44.83,True,2020-11-05,14.58
PRD00727,Sandals Premium,Apparel,Footwear,Brand47,SUP017,2053.07,3350.43,38.72,True,2020-12-12,23.44
PRD00728,Sandals Pro,Apparel,Footwear,Brand38,SUP168,1485.66,2642.17,43.77,True,2020-02-27,13.93
PRD00729,Sandals Eco,Apparel,Footwear,Brand42,SUP195,3278.77,6187.35,47.01,True,2023-10-08,0.67
PRD00730,Sandals Plus,Apparel,Footwear,Brand23,SUP172,2941.74,5831.76,49.56,True,2018-07-14,20.93
PRD00731,Sandals Classic,Apparel,Footwear,Brand38,SUP068,952.03,1781.83,46.57,True,2023-01-26,15.08
PRD00732,Sandals Lite,Apparel,Footwear,Brand26,SUP140,3626.32,5920.8,38.75,True,2021-02-12,13.9
PRD00733,Slippers,Apparel,Footwear,Brand22,SUP025,2663.7,4337.29,38.59,True,2019-07-27,7.56
PRD00734,Slippers Elite,Apparel,Footwear,Brand24,SUP072,967.46,1641.8,41.07,True,2023-07-02,1.09
PRD00735,Slippers Classic,Apparel,Footwear,Brand32,SUP008,1202.12,2394.6,49.8,True,2021-09-26,8.35
PRD00736,Slippers Classic,Apparel,Footwear,Brand25,SUP117,3933.08,7952.47,50.54,True,2023-01-18,2.29
PRD00737,Slippers Pro,Apparel,Footwear,Brand04,SUP071,2310.33,3918.65,41.04,True,2018-07-16,11.44
PRD00738,Slippers Max,Apparel,Footwear,Brand47,SUP101,1536.45,3192.74,51.88,True,2018-08-18,18.36
PRD00739,Slippers Elite,Apparel,Footwear,Brand07,SUP177,1826.84,3543.68,48.45,True,2019-11-17,20.95
PRD00740,Slippers Select,Apparel,Footwear,Brand03,SUP050,390.62,655.86,40.44,False,2019-01-14,13.26
PRD00741,Slippers Eco,Apparel,Footwear,Brand01,SUP049,3137.22,5541.69,43.39,True,2022-02-24,0.66
PRD00742,Slippers Elite,Apparel,Footwear,Brand29,SUP149,2564.49,5183.81,50.53,True,2021-09-04,16.91
PRD00743,Slippers Classic,Apparel,Footwear,Brand23,SUP054,4137.2,8554.84,51.64,True,2020-03-15,6.51
PRD00744,Slippers Elite,Apparel,Footwear,Brand23,SUP075,953.85,1599.97,40.38,False,2019-12-02,23.25
PRD00745,Handbag,Apparel,Accessories,Brand23,SUP174,507.96,833.06,39.02,True,2019-10-25,10.18
PRD00746,Handbag Eco,Apparel,Accessories,Brand02,SUP068,2197.05,3871.56,43.25,True,2019-06-03,14.07
PRD00747,Handbag Lite,Apparel,Accessories,Brand25,SUP160,623.95,1030.32,39.44,True,2020-01-01,4.91
PRD00748,Handbag Pro,Apparel,Accessories,Brand46,SUP042,1240.34,2441.78,49.2,True,2020-10-20,15.71
PRD00749,Handbag Classic,Apparel,Accessories,Brand22,SUP128,1007.71,1665.85,39.51,True,2021-12-08,7.72
PRD00750,Handbag Premium,Apparel,Accessories,Brand33,SUP009,1354.54,2438.44,44.45,True,2021-07-03,20.56
PRD00751,Handbag Lite,Apparel,Accessories,Brand13,SUP008,2334.47,3818.86,38.87,True,2022-08-24,15.09
PRD00752,Handbag Max,Apparel,Accessories,Brand10,SUP199,2080.96,3714.2,43.97,True,2021-05-05,22.15
PRD00753,Handbag Classic,Apparel,Accessories,Brand17,SUP179,1836.26,2995.35,38.7,True,2023-02-14,23.91
PRD00754,Handbag Premium,Apparel,Accessories,Brand43,SUP083,4114.21,8155.55,49.55,True,2020-12-16,18.02
PRD00755,Handbag Classic,Apparel,Accessories,Brand48,SUP066,979.15,1891.69,48.24,True,2019-03-11,5.07
PRD00756,Handbag Eco,APPAREL,Accessories,Brand28,SUP172,684.73,1342.33,48.99,True,2019-09-09,11.26
PRD00757,Wallet,Apparel,Accessories,Brand39,SUP198,4057.68,7707.53,47.35,True,2021-08-07,6.63
PRD00758,Wallet Pro,Apparel,Accessories,Brand31,SUP151,596.05,1098.84,45.76,True,2022-02-01,15.84
PRD00759,Wallet Select,Apparel,Accessories,Brand10,SUP192,4669.14,8067.45,42.12,True,2019-12-07,8.74
PRD00760,Wallet Plus,Apparel,Accessories,Brand20,SUP109,3048.74,5332.8,42.83,True,2018-01-11,8.27
PRD00761,Wallet Premium,Apparel,Accessories,Brand44,SUP071,568.75,1070.66,46.88,True,2018-07-04,15.1
PRD00762,Wallet Plus,Apparel,Accessories,Brand18,SUP117,4320.93,7733.73,44.13,True,2022-04-07,4.1
PRD00763,Wallet Elite,Apparel,Accessories,Brand35,SUP145,1788.36,3496.88,48.86,True,2021-03-08,8.56
PRD00764,Wallet Classic,Apparel,Accessories,Brand30,SUP170,370.32,743.05,50.16,True,2019-09-20,18.74
PRD00765,Wallet Max,Apparel,Accessories,Brand46,SUP083,3174.47,5367.08,40.85,True,2022-08-18,22.62
PRD00766,Wallet Elite,Apparel,Accessories,Brand21,SUP131,4352.74,8111.54,46.34,True,2020-05-18,2.02
PRD00767,Wallet Max,Apparel,Accessories,Brand45,SUP086,819.13,1658.25,50.6,True,2023-05-22,20.72
PRD00768,Wallet Max,Apparel,Accessories,Brand50,SUP165,1599.06,2666.64,40.03,True,2018-01-18,17.08
PRD00769,Belt,Apparel,Accessories,Brand11,SUP118,1329.05,2560.89,48.1,True,2022-10-19,19.61
PRD00770,Belt Pro,Apparel,Accessories,Brand39,SUP133,1029.31,1754.46,41.33,True,2018-05-13,23.26
PRD00771,Belt Premium,Apparel,Accessories,Brand49,SUP002,2705.64,4782.61,43.43,True,2020-08-12,7.87
PRD00772,Belt Pro,Apparel,Accessories,Brand03,SUP104,1644.0,3139.18,47.63,True,2022-08-11,3.75
PRD00773,Belt Max,Apparel,Accessories,Brand18,SUP032,2664.62,5145.14,48.21,True,2018-07-23,6.76
PRD00774,Belt Eco,Apparel,Accessories,Brand10,SUP141,3662.29,6384.39,42.64,True,2022-05-01,24.0
PRD00775,Belt Select,Apparel,Accessories,Brand20,SUP200,844.15,1479.61,42.95,True,2020-01-01,23.32
PRD00776,Belt Elite,Apparel,Accessories,Brand41,SUP130,3083.72,6333.26,51.31,True,2023-01-10,11.13
PRD00777,Belt Lite,Apparel,Accessories,Brand37,SUP054,3137.86,5601.03,43.98,True,2018-06-06,23.6
PRD00778,Belt Lite,Apparel,Accessories,Brand41,SUP032,879.18,1460.63,39.81,True,2022-04-26,6.84
PRD00779,Belt Classic,Apparel,Accessories,Brand27,SUP133,3895.79,6826.16,42.93,False,2020-01-16,18.71
PRD00780,Belt Eco,Apparel,Accessories,Brand27,SUP036,964.61,1970.33,51.04,True,2019-06-06,1.68
PRD00781,Sunglasses,Apparel,Accessories,Brand06,SUP151,3260.49,5393.67,39.55,True,2022-04-22,19.92
PRD00782,Sunglasses Classic,Apparel,Accessories,Brand05,SUP075,815.56,1489.81,45.26,True,2021-08-26,5.27
PRD00783,Sunglasses Select,Apparel,Accessories,Brand11,SUP020,3249.61,5397.67,39.8,True,2020-08-27,0.75
PRD00784,Sunglasses Select,Apparel,Accessories,Brand19,SUP007,181.41,317.73,42.91,True,2023-10-24,3.67
PRD00785,Sunglasses Max,Apparel,Accessories,Brand16,SUP184,2032.41,3942.02,48.44,True,2021-11-09,21.52
PRD00786,Sunglasses Elite,Apparel,Accessories,Brand16,SUP046,1306.04,2692.9,51.5,True,2018-11-05,12.72
PRD00787,Sunglasses Lite,Apparel,Accessories,Brand44,SUP106,686.66,1289.86,46.76,True,2020-06-11,19.67
PRD00788,Sunglasses Eco,Apparel,Accessories,Brand27,SUP018,2838.74,4685.63,39.42,True,2020-05-03,24.53
PRD00789,Sunglasses Lite,Apparel,Accessories,Brand08,SUP124,971.31,1637.92,40.7,True,2021-04-07,10.79
PRD00790,Sunglasses Premium,Apparel,Accessories,Brand46,SUP187,3207.48,5524.79,41.94,True,2019-02-26,20.28
PRD00791,Sunglasses Premium,Apparel,Accessories,Brand26,SUP168,1722.4,3429.71,49.78,True,2020-05-21,7.52
PRD00792,Sunglasses Classic,Apparel,Accessories,Brand01,SUP019,2907.02,5115.42,43.17,True,2023-01-17,15.04
PRD00793,Fashion Watch,Apparel,Accessories,Brand49,SUP142,2655.13,4582.6,42.06,True,2021-02-13,7.27
PRD00794,Fashion Watch Eco,Apparel,Accessories,Brand09,SUP046,469.25,821.85,42.9,True,2021-11-09,8.39
PRD00795,Fashion Watch Elite,Apparel,Accessories,Brand47,SUP052,3193.29,5330.13,40.09,True,2020-04-05,23.33
PRD00796,Fashion Watch Premium,Apparel,Accessories,Brand08,SUP148,1290.8,2448.02,47.27,True,2019-01-04,0.57
PRD00797,Fashion Watch Premium,Apparel,Accessories,Brand17,SUP001,2433.04,4873.7,50.08,True,2018-08-19,21.28
PRD00798,Fashion Watch Max,Apparel,Accessories,Brand20,SUP119,3560.86,6818.36,47.78,True,2019-09-20,23.77
PRD00799,Fashion Watch Eco,Apparel,Accessories,Brand25,SUP189,2736.13,4727.63,42.12,True,2021-08-22,14.66
PRD00800,Fashion Watch Elite,Apparel,Accessories,Brand32,SUP136,222.41,411.7,45.98,True,2023-03-16,11.93
PRD00801,Fashion Watch Elite,Apparel,Accessories,Brand45,SUP091,2569.8,4208.8,38.94,True,2023-06-16,1.53
PRD00802,Fashion Watch Elite,Apparel,Accessories,Brand36,SUP121,2867.79,5121.8,44.01,True,2018-10-08,16.33
PRD00803,Fashion Watch Plus,Apparel,Accessories,Brand23,SUP017,2998.93,5098.12,41.18,True,2023-12-02,11.13
PRD00804,Fashion Watch Plus,Apparel,Accessories,Brand31,SUP186,1581.41,2982.84,46.98,True,2018-05-20,19.24
PRD00805,Scarf,Apparel,Accessories,Brand22,SUP146,445.1,770.75,42.25,True,2019-02-02,2.92
PRD00806,Scarf Pro,apparel,Accessories,Brand36,SUP099,3185.78,5462.21,41.68,True,2018-03-11,19.94
PRD00807,Scarf Elite,Apparel,Accessories,Brand32,SUP165,3703.86,6527.53,43.26,True,2019-10-03,10.92
PRD00808,Scarf Plus,Apparel,Accessories,Brand23,SUP147,1001.36,2017.54,50.37,True,2021-05-08,5.15
PRD00809,Scarf Plus,Apparel,Accessories,Brand07,SUP157,4278.86,8421.71,49.19,True,2022-07-01,13.26
PRD00810,Scarf Select,Apparel,Accessories,Brand35,SUP190,764.56,1294.53,40.94,True,2019-05-18,20.82
PRD00811,Scarf Classic,Apparel,Accessories,Brand19,SUP127,2945.28,5909.93,50.16,True,2021-08-25,4.21
PRD00812,Scarf Lite,Apparel,Accessories,Brand19,SUP168,2778.38,5401.42,48.56,True,2023-11-05,14.64
PRD00813,Scarf Classic,Apparel,Accessories,Brand04,SUP129,2070.45,3350.93,38.21,True,2019-02-25,13.69
PRD00814,Scarf Max,Apparel,Accessories,Brand43,SUP034,654.52,1200.55,45.48,True,2022-03-04,22.53
PRD00815,Scarf Lite,Apparel,Accessories,Brand42,SUP009,4019.13,6562.06,38.75,True,2018-12-21,13.45
PRD00816,Scarf Max,Apparel,Accessories,Brand42,SUP156,2043.39,4140.95,50.65,True,2018-07-21,13.81
PRD00817,Cap,Apparel,Accessories,Brand06,SUP081,4598.61,8776.75,47.6,True,2019-03-27,2.55
PRD00818,Cap Elite,Apparel,Accessories,Brand04,SUP062,630.98,1229.68,48.69,True,2018-12-22,22.05
PRD00819,Cap Lite,Apparel,Accessories,Brand46,SUP063,3104.06,5399.82,42.52,True,2019-08-24,17.05
PRD00820,Cap Max,Apparel,Accessories,Brand48,SUP182,4206.05,7031.48,40.18,True,2021-01-25,9.58
PRD00821,Cap Premium,Apparel,Accessories,Brand40,SUP062,3414.49,6438.15,46.96,True,2023-07-02,4.66
PRD00822,Cap Pro,Apparel,Accessories,Brand49,SUP047,4468.13,9224.26,51.56,True,2018-04-21,18.85
PRD00823,Cap Elite,Apparel,Accessories,Brand08,SUP150,566.16,1058.89,46.53,True,2020-01-02,2.09
PRD00824,Cap Lite,Apparel,Accessories,Brand47,SUP165,4274.46,8287.86,48.43,True,2020-12-10,15.45
PRD00825,Cap Premium,Apparel,Accessories,Brand41,SUP032,1760.26,3414.52,48.45,True,2023-12-15,5.66
PRD00826,Cap Classic,Apparel,Accessories,Brand28,SUP073,348.81,669.62,47.91,True,2022-05-27,24.86
PRD00827,Cap Max,Apparel,Accessories,Brand13,SUP019,2270.17,4551.7,50.12,True,2022-12-22,20.31
PRD00828,Cap Plus,Apparel,Accessories,Brand35,SUP068,2261.3,4476.04,49.48,True,2018-11-21,15.67
PRD00829,Pressure Cooker,Home & Kitchen,Cookware,Brand33,SUP115,4349.74,6718.59,35.26,True,2020-10-17,19.03
PRD00830,Pressure Cooker Lite,HOME & KITCHEN,Cookware,Brand37,SUP176,4714.73,6940.58,32.07,True,2022-05-02,18.9
PRD00831,Pressure Cooker Eco,Home & Kitchen,Cookware,Brand34,SUP102,4304.17,6028.04,28.6,True,2022-08-22,7.58
PRD00832,Pressure Cooker Elite,Home & Kitchen,Cookware,Brand21,SUP101,1773.48,2563.05,30.81,True,2022-06-20,4.43
PRD00833,Pressure Cooker Max,Home & Kitchen,Cookware,Brand35,SUP146,3106.85,4392.38,29.27,True,2019-07-22,16.81
PRD00834,Pressure Cooker Lite,Home & Kitchen,Cookware,Brand33,SUP125,2556.3,3686.77,30.66,True,2021-11-24,12.86
PRD00835,Pressure Cooker Elite,Home & Kitchen,Cookware,Brand19,SUP188,3976.32,5647.18,29.59,True,2019-08-16,11.61
PRD00836,Pressure Cooker Premium,Home & Kitchen,Cookware,Brand11,SUP142,7350.84,11402.09,35.53,True,2018-09-27,21.6
PRD00837,Pressure Cooker Lite,Home & Kitchen,Cookware,Brand03,SUP125,327.3,467.64,30.01,True,2022-08-14,13.91
PRD00838,Pressure Cooker Eco,Home & Kitchen,Cookware,Brand02,SUP058,2183.64,3250.1,32.81,True,2021-12-19,8.37
PRD00839,Pressure Cooker Plus,Home & Kitchen,Cookware,Brand07,SUP044,6840.12,10320.71,33.72,True,2019-07-08,3.07
PRD00840,Pressure Cooker Plus,Home & Kitchen,Cookware,Brand24,SUP110,1392.57,1970.38,29.32,True,2021-01-20,7.1
PRD00841,Kadai,Home & Kitchen,Cookware,Brand40,SUP143,2663.29,3793.21,29.79,True,2023-05-02,6.59
PRD00842,Kadai Select,Home & Kitchen,Cookware,Brand05,SUP024,1417.58,2172.27,34.74,True,2023-04-14,21.2
PRD00843,Kadai Elite,Home & Kitchen,Cookware,Brand06,SUP029,358.55,545.05,34.22,True,2023-12-02,20.85
PRD00844,Kadai Premium,Home & Kitchen,Cookware,Brand40,SUP165,356.65,503.08,29.11,True,2020-07-18,15.63
PRD00845,Kadai Classic,Home & Kitchen,Cookware,Brand49,SUP114,2506.49,3533.72,29.07,True,2018-07-08,6.68
PRD00846,Kadai Premium,Home & Kitchen,Cookware,Brand39,SUP160,4960.07,7559.18,34.38,True,2023-07-13,0.33
PRD00847,Kadai Elite,Home & Kitchen,Cookware,Brand29,SUP096,6195.75,8904.34,30.42,True,2019-09-23,21.95
PRD00848,Kadai Eco,Home & Kitchen,Cookware,Brand13,SUP171,507.78,792.66,35.94,True,2019-02-08,13.86
PRD00849,Kadai Eco,Home & Kitchen,Cookware,Brand33,SUP194,2081.06,3022.61,31.15,True,2023-08-17,3.78
PRD00850,Kadai Max,Home & Kitchen,Cookware,Brand14,SUP034,6757.78,9424.84,28.3,True,2018-07-10,16.34
PRD00851,Kadai Max,home & kitchen,Cookware,Brand23,SUP167,2951.16,4317.46,31.65,True,2018-03-18,13.7
PRD00852,Kadai Elite,Home & Kitchen,Cookware,Brand16,SUP173,745.93,1119.08,33.34,True,2018-12-14,7.83
PRD00853,Tawa,Home & Kitchen,Cookware,Brand39,SUP028,5769.92,8233.95,29.93,True,2019-08-22,9.7
PRD00854,Tawa Max,Home & Kitchen,Cookware,Brand50,SUP036,514.82,760.26,32.28,True,2023-09-21,8.69
PRD00855,Tawa Select,Home & Kitchen,Cookware,Brand26,SUP027,1435.61,2153.22,33.33,True,2021-08-10,16.71
PRD00856,Tawa Lite,Home & Kitchen,Cookware,Brand19,SUP107,3106.64,4335.36,28.34,True,2023-08-03,17.23
PRD00857,Tawa Select,Home & Kitchen,Cookware,Brand29,SUP019,7952.82,12284.92,35.26,True,2020-12-23,21.54
PRD00858,Tawa Pro,Home & Kitchen,Cookware,Brand06,SUP120,6779.92,9918.52,31.64,True,2021-07-02,12.52
PRD00859,Tawa Lite,Home & Kitchen,Cookware,Brand40,SUP020,5453.36,8368.31,34.83,True,2023-12-19,0.35
PRD00860,Tawa Classic,Home & Kitchen,Cookware,Brand03,SUP199,5215.82,7342.49,28.96,True,2018-07-21,23.72
PRD00861,Tawa Classic,Home & Kitchen,Cookware,Brand07,SUP129,8079.39,12457.87,35.15,True,2023-02-24,3.88
PRD00862,Tawa Plus,Home & Kitchen,Cookware,Brand09,SUP085,1082.77,1675.87,35.39,True,2020-04-04,0.61
PRD00863,Tawa Max,Home & Kitchen,Cookware,Brand46,SUP035,8202.04,12621.1,35.01,True,2019-10-12,11.39
PRD00864,Tawa Premium,Home & Kitchen,Cookware,Brand50,SUP157,180.44,274.37,34.23,True,2021-10-11,2.49
PRD00865,Non-stick Pan,Home & Kitchen,Cookware,Brand22,SUP031,2294.9,3375.7,32.02,True,2021-10-07,0.79
PRD00866,Non-stick Pan Eco,Home & Kitchen,Cookware,Brand29,SUP048,445.2,627.69,29.07,True,2022-09-18,10.14
PRD00867,Non-stick Pan Premium,Home & Kitchen,Cookware,Brand17,SUP191,1388.89,2019.07,31.21,True,2023-10-07,7.29
PRD00868,Non-stick Pan Pro,Home & Kitchen,Cookware,Brand03,SUP085,1242.46,1921.79,35.35,True,2018-02-22,13.13
PRD00869,Non-stick Pan Premium,Home & Kitchen,Cookware,Brand04,SUP022,5213.72,7541.02,30.86,True,2023-03-01,14.36
PRD00870,Non-stick Pan Classic,Home & Kitchen,Cookware,Brand41,SUP105,810.89,1138.35,28.77,True,2020-11-10,18.26
PRD00871,Non-stick Pan Pro,Home & Kitchen,Cookware,Brand31,SUP027,673.46,947.63,28.93,True,2021-09-11,1.72
PRD00872,Non-stick Pan Lite,Home & Kitchen,Cookware,Brand07,SUP108,4497.12,6722.83,33.11,True,2021-07-23,20.9
PRD00873,Non-stick Pan Elite,Home & Kitchen,Cookware,Brand49,SUP001,3621.44,5635.07,35.73,True,2018-12-17,2.21
PRD00874,Non-stick Pan Plus,Home & Kitchen,Cookware,Brand48,SUP112,3240.25,4634.85,30.09,True,2020-06-11,3.38
PRD00875,Non-stick Pan Elite,Home & Kitchen,Cookware,Brand03,SUP101,7139.47,9916.39,28.0,True,2020-03-10,1.75
PRD00876,Non-stick Pan Select,Home & Kitchen,Cookware,Brand01,SUP190,2714.27,3875.31,29.96,True,2021-02-08,16.07
PRD00877,Steel Utensil Set,Home & Kitchen,Cookware,Brand17,SUP168,6019.31,8612.26,30.11,True,2019-08-06,4.66
PRD00878,Steel Utensil Set Classic,Home & Kitchen,Cookware,Brand08,SUP157,3746.46,5315.22,29.51,True,2018-04-17,16.29
PRD00879,Steel Utensil Set Classic,Home & Kitchen,Cookware,Brand46,SUP164,6410.33,9238.23,30.61,True,2022-04-20,9.03
PRD00880,Steel Utensil Set Plus,Home & Kitchen,Cookware,Brand05,SUP110,2431.81,3543.89,31.38,False,2020-04-01,23.29
PRD00881,Steel Utensil Set Select,Home & Kitchen,Cookware,Brand18,SUP040,5728.97,8486.71,32.49,True,2021-11-18,15.1
PRD00882,Steel Utensil Set Pro,Home & Kitchen,Cookware,Brand35,SUP133,3869.56,5589.07,30.77,True,2023-07-11,10.76
PRD00883,Steel Utensil Set Max,Home & Kitchen,Cookware,Brand36,SUP119,3588.29,5600.14,35.92,True,2020-12-12,1.01
PRD00884,Steel Utensil Set Eco,Home & Kitchen,Cookware,Brand34,SUP138,4418.23,6744.47,34.49,True,2019-01-20,6.64
PRD00885,Steel Utensil Set Pro,Home & Kitchen,Cookware,Brand42,SUP044,5189.63,7732.74,32.89,True,2018-07-14,1.2
PRD00886,Steel Utensil Set Eco,Home & Kitchen,Cookware,Brand08,SUP196,3507.55,5339.2,34.31,True,2020-01-14,12.51
PRD00887,Steel Utensil Set Elite,Home & Kitchen,Cookware,Brand08,SUP169,4669.61,6622.44,29.49,True,2022-01-08,0.88
PRD00888,Steel Utensil Set Max,Home & Kitchen,Cookware,Brand38,SUP070,7000.7,9758.25,28.26,True,2020-11-07,3.97
PRD00889,Casserole,Home & Kitchen,Cookware,Brand10,SUP108,4463.44,6718.5,33.56,True,2020-11-06,14.17
PRD00890,Casserole Eco,Home & Kitchen,Cookware,Brand06,SUP171,1319.27,1942.33,32.08,True,2020-03-13,10.9
PRD00891,Casserole Select,Home & Kitchen,Cookware,Brand41,SUP164,7502.88,11020.6,31.92,True,2019-02-03,10.58
PRD00892,Casserole Max,Home & Kitchen,Cookware,Brand29,SUP194,5561.5,8517.54,34.71,True,2021-06-02,19.81
PRD00893,Casserole Elite,Home & Kitchen,Cookware,Brand47,SUP127,1490.52,2091.35,28.73,True,2023-03-11,20.85
PRD00894,Casserole Elite,Home & Kitchen,Cookware,Brand18,SUP060,1796.3,2619.86,31.44,True,2023-12-18,2.86
PRD00895,Casserole Pro,Home & Kitchen,Cookware,Brand45,SUP090,4047.99,5779.76,29.96,True,2018-06-20,11.39
PRD00896,Casserole Plus,Home & Kitchen,Cookware,Brand41,SUP094,6938.33,9717.15,28.6,False,2018-10-13,5.61
PRD00897,Casserole Pro,Home & Kitchen,Cookware,Brand02,SUP079,4953.03,6899.0,28.21,True,2022-08-18,18.77
PRD00898,Casserole Classic,Home & Kitchen,Cookware,Brand14,SUP152,616.47,936.29,34.16,True,2020-12-23,14.06
PRD00899,Casserole Elite,Home & Kitchen,Cookware,Brand17,SUP075,4230.36,6584.06,35.75,True,2023-11-26,22.7
PRD00900,Casserole Plus,Home & Kitchen,Cookware,Brand40,SUP064,8177.21,11525.87,29.05,True,2022-10-08,24.13
PRD00901,Container Set,Home & Kitchen,Kitchen Storage,Brand27,SUP121,1793.89,2637.94,32.0,True,2018-11-03,17.36
PRD00902,Container Set Pro,Home & Kitchen,Kitchen Storage,Brand36,SUP172,7021.51,10145.98,30.8,True,2018-01-26,3.9
PRD00903,Container Set Pro,Home & Kitchen,Kitchen Storage,Brand27,SUP071,5749.44,8460.86,32.05,True,2022-08-17,5.85
PRD00904,Container Set Elite,Home & Kitchen,Kitchen Storage,Brand06,SUP122,3206.58,4927.28,34.92,True,2021-11-23,14.52
PRD00905,Container Set Max,Home & Kitchen,Kitchen Storage,Brand22,SUP017,3405.74,4865.25,30.0,True,2023-06-13,18.68
PRD00906,Container Set Eco,Home & Kitchen,Kitchen Storage,Brand17,SUP093,3210.97,4682.04,31.42,True,2018-07-24,22.65
PRD00907,Container Set Lite,Home & Kitchen,Kitchen Storage,Brand15,SUP176,7282.72,10649.47,31.61,True,2021-06-20,12.42
PRD00908,Container Set Eco,home & kitchen,Kitchen Storage,Brand46,SUP021,5724.68,8697.52,34.18,True,2022-10-08,12.55
PRD00909,Container Set Pro,Home & Kitchen,Kitchen Storage,Brand26,SUP168,2798.16,4341.07,35.54,True,2020-02-18,13.05
PRD00910,Container Set Select,Home & Kitchen,Kitchen Storage,Brand18,SUP126,1182.23,1817.52,34.95,True,2020-05-15,17.58
PRD00911,Container Set Elite,Home & Kitchen,Kitchen Storage,Brand49,SUP065,7285.66,10177.33,28.41,True,2022-08-06,7.47
PRD00912,Container Set Premium,Home & Kitchen,Kitchen Storage,Brand24,SUP103,7241.51,10394.18,30.33,True,2022-05-18,18.85
PRD00913,Water Bottle,Home & Kitchen,Kitchen Storage,Brand14,SUP029,1541.55,2372.32,35.02,True,2018-05-06,3.5
PRD00914,Water Bottle Plus,Home & Kitchen,Kitchen Storage,Brand07,SUP076,5215.16,7509.33,30.55,True,2021-06-22,3.97
PRD00915,Water Bottle Premium,Home & Kitchen,Kitchen Storage,Brand09,SUP063,4653.98,7106.34,34.51,False,2019-01-15,4.95
PRD00916,Water Bottle Plus,Home & Kitchen,Kitchen Storage,Brand11,SUP092,6012.23,9349.95,35.7,True,2021-06-01,18.99
